ACCOUNT_AGE,CUSTOMER_AGE,POLICY_NUMBER,POLICY_START_DATE,POLICY_STATE,LIABILITY_AMOUNT,DEDUCTABLE,ANNUAL_FEE,UMBRELLA_LIMIT,ZIP_CODE,GENDER,EDUCATION_LEVEL,OCCUPATION,CAPITAL_GAINS,INCIDENT_DATE,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR,NUMBER_OF_VEHICLES,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,FRAUD
165,36,427199,2010-10-01,IL,250/500,2000,1247.87,0,464336,MALE,Masters,armed-forces,-39700,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,20,3,NO,2,2,NO,45700,4570,4570,36560,BMW,3 Series,2008,N
253,41,261315,2013-04-10,OH,100/300,2000,1312.75,0,471453,FEMALE,PhD,sales,81300,2015-01-01,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,10,3,NO,2,2,YES,80740,7340,14680,58720,Toyota,Camry,2014,Y
10,26,582973,2008-06-11,IN,100/300,2000,765.64,0,466191,MALE,MD,sales,-22200,2015-02-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,3,3,NO,0,3,NO,31350,2850,5700,22800,Honda,Accord,2001,Y
158,33,278091,2013-12-04,OH,100/300,2000,1327.41,0,440930,FEMALE,Associate,handlers-cleaners,-38600,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,0,1,NO,0,0,NO,35000,3500,7000,24500,Suburu,Legacy,2012,N
436,59,153154,2010-08-21,OH,500/1000,1000,1338.55,0,430380,MALE,PhD,protective-serv,39000,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,10,3,NO,2,2,NO,68000,13600,6800,47600,Toyota,Corolla,2014,N
91,30,515217,2010-06-18,IL,250/500,2000,1316.63,8000000,613178,FEMALE,Masters,machine-op-inspct,43900,2015-01-08,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,13,3,YES,2,0,NO,84500,13000,13000,58500,BMW,X6,2009,N
256,42,860497,1992-04-10,IL,500/1000,1000,1286.44,0,460564,FEMALE,MD,transport-moving,-39500,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,14,1,NO,2,1,NO,75500,7550,15100,52850,Nissan,Ultima,1998,N
274,46,351741,1997-02-03,OH,500/1000,1000,1372.18,0,439929,MALE,High School,exec-managerial,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,22,3,NO,1,3,NO,90600,15100,15100,60400,BMW,X5,2009,N
275,45,403737,1991-12-06,IN,500/1000,2000,1447.77,0,605756,FEMALE,Associate,adm-clerical,-24500,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,8,3,YES,1,1,NO,64320,5360,10720,48240,Accura,MDX,1998,N
1,33,162004,1995-09-19,IL,250/500,500,903.32,0,451184,FEMALE,High School,transport-moving,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,1,3,NO,1,0,NO,31700,6340,3170,22190,Toyota,Highlander,2006,N
85,30,740384,1993-10-29,IN,500/1000,1000,1454.42,0,459588,MALE,Associate,protective-serv,-22300,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,19,1,YES,0,1,YES,74280,12380,12380,49520,Suburu,Forrestor,2006,Y
233,37,876714,1991-11-03,IL,100/300,2000,1603.42,0,616637,FEMALE,High School,sales,31400,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,17,1,YES,0,2,YES,80520,13420,6710,60390,Toyota,Corolla,2005,N
142,30,951543,2002-07-09,IN,250/500,2000,1616.58,0,447979,MALE,JD,adm-clerical,11700,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,13,3,YES,0,3,YES,63600,6360,12720,44520,Dodge,RAM,2010,N
266,44,576723,1999-12-07,IL,250/500,500,1611.83,0,460176,MALE,High School,handlers-cleaners,0,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,4,1,NO,1,2,YES,32800,3280,3280,26240,BMW,3 Series,2012,N
350,50,391003,2005-07-01,OH,500/1000,500,889.13,0,459429,FEMALE,Masters,priv-house-serv,0,2015-02-26,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,14,3,NO,0,2,NO,44190,9820,4910,29460,Audi,A3,2015,N
97,26,225865,1991-11-04,IL,250/500,1000,1252.08,0,465456,MALE,College,exec-managerial,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,4,2,YES,2,2,NO,50400,10080,5040,35280,Honda,CRV,2000,Y
399,55,984948,1993-04-14,IL,500/1000,2000,995.56,0,464665,MALE,JD,tech-support,-65400,2015-02-07,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,23,3,YES,1,1,YES,88400,17680,8840,61880,Nissan,Pathfinder,2010,N
305,49,890328,2009-08-23,IL,100/300,2000,1347.92,0,430853,FEMALE,High School,farming-fishing,-42100,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,21,3,YES,0,2,NO,66550,12100,6050,48400,Volkswagen,Jetta,2003,N
276,47,803294,1993-06-18,IN,100/300,1000,1724.09,0,615712,MALE,PhD,craft-repair,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,23,3,YES,0,0,NO,65780,5980,11960,47840,Chevrolet,Tahoe,2014,N
257,40,414913,2012-07-17,IN,250/500,500,1379.93,0,608228,MALE,MD,armed-forces,0,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6,3,NO,0,2,YES,51810,9420,4710,37680,Audi,A3,2002,Y
78,31,414519,1999-01-25,IN,250/500,1000,1554.64,4000000,457535,MALE,PhD,protective-serv,-27900,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,21,1,NO,1,0,NO,55660,5060,10120,40480,Honda,CRV,2009,Y
129,28,818413,1990-02-23,OH,500/1000,1000,1377.94,0,442540,MALE,Masters,machine-op-inspct,0,2015-02-21,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,23,1,NO,2,3,NO,44640,9920,4960,29760,Toyota,Camry,2005,N
283,46,487356,2000-08-30,IL,500/1000,2000,1313.33,0,455332,FEMALE,PhD,transport-moving,-20100,2015-01-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,3,3,NO,1,3,NO,77660,7060,14120,56480,Nissan,Maxima,2004,Y
85,25,159768,2008-09-03,IN,250/500,500,1259.02,0,439534,FEMALE,JD,tech-support,13400,2015-02-16,Parked Car,,Trivial Damage,,SC,Northbend,8,1,NO,2,2,NO,5640,940,940,3760,Nissan,Ultima,2005,N
101,26,865839,1991-08-02,IL,500/1000,1000,1371.88,0,462420,FEMALE,MD,prof-specialty,0,2015-02-04,Parked Car,,Trivial Damage,,VA,Arlington,4,1,NO,2,2,NO,3190,580,580,2030,Suburu,Legacy,1995,N
96,30,406567,2001-09-25,OH,100/300,500,1399.27,6000000,448913,MALE,College,prof-specialty,-9800,2015-02-24,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,22,1,NO,0,0,YES,53440,0,6680,46760,Ford,Escape,2004,N
121,31,623032,2007-03-11,IL,500/1000,1000,1061.98,6000000,440837,FEMALE,JD,armed-forces,0,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,16,1,NO,0,1,YES,65250,7250,7250,50750,BMW,3 Series,2002,N
176,39,935442,2010-11-20,OH,250/500,500,1365.46,4000000,466634,MALE,College,armed-forces,-56600,2015-02-05,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,14,3,NO,2,1,NO,44280,4920,4920,34440,Chevrolet,Silverado,2008,N
159,37,106873,1998-08-28,IL,500/1000,1000,894.4,0,446435,MALE,Associate,tech-support,-53700,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,13,1,YES,2,0,NO,70290,7810,7810,54670,Dodge,RAM,1999,N
120,30,563878,2002-07-16,IN,250/500,500,956.69,0,438237,FEMALE,Associate,priv-house-serv,-24700,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,20,1,NO,1,1,YES,87100,8710,8710,69680,Saab,92x,2000,N
212,35,620855,1990-04-29,IN,500/1000,2000,1123.89,0,468313,MALE,MD,priv-house-serv,-13800,2015-01-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,0,3,NO,1,3,NO,50380,4580,4580,41220,Suburu,Forrestor,1996,N
290,45,583169,1998-02-01,IL,100/300,500,1085.03,0,476303,FEMALE,JD,sales,-61000,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,23,3,YES,2,2,NO,64800,12960,6480,45360,Audi,A3,2014,Y
299,42,337677,2008-07-20,OH,100/300,2000,1437.33,0,450339,FEMALE,Associate,craft-repair,25000,2015-02-24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,13,1,YES,1,3,NO,70400,12800,12800,44800,BMW,3 Series,2000,N
66,26,445973,1998-11-13,IL,250/500,1000,988.29,0,476502,MALE,College,armed-forces,0,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8,1,NO,2,2,YES,57860,0,10520,47340,Suburu,Impreza,2008,Y
334,47,156694,2001-05-24,IL,500/1000,500,1238.89,0,600561,MALE,Masters,protective-serv,0,2015-01-31,Vehicle Theft,,Minor Damage,,WV,Northbend,3,1,NO,0,3,NO,6240,960,960,4320,Ford,Fusion,2011,N
216,38,421940,2014-06-03,IN,100/300,1000,1384.64,5000000,600754,FEMALE,Associate,tech-support,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,16,1,NO,2,3,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,2012,Y
86,28,613226,1991-08-22,IN,100/300,2000,1595.07,0,439304,MALE,PhD,transport-moving,75800,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,19,1,YES,0,2,YES,70920,11820,11820,47280,Jeep,Wrangler,2002,N
429,56,804410,1998-12-12,OH,250/500,1000,1127.89,6000000,460722,MALE,Associate,machine-op-inspct,23600,2015-01-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,0,1,YES,2,0,YES,39480,6580,6580,26320,Suburu,Forrestor,2002,N
257,43,553565,1999-02-18,IN,500/1000,2000,929.7,6000000,618632,FEMALE,PhD,handlers-cleaners,-27900,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,12,1,NO,2,2,YES,63240,10540,5270,47430,Mercedes,E400,2005,N
15,34,399524,1997-10-30,IL,100/300,1000,1829.63,0,452204,MALE,JD,tech-support,56700,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,21,3,YES,1,0,NO,67650,12300,6150,49200,Audi,A5,2009,N
230,39,331595,1999-11-29,IL,100/300,1000,904.7,7000000,454530,FEMALE,MD,craft-repair,46300,2015-02-17,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,0,1,NO,1,3,NO,74200,14840,14840,44520,Accura,TL,2002,Y
250,43,380067,2013-07-07,OH,500/1000,1000,1243.84,0,474848,FEMALE,JD,tech-support,-25500,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,22,1,YES,1,3,NO,64900,12980,12980,38940,Volkswagen,Jetta,2011,N
270,44,701521,2003-07-05,IL,500/1000,2000,1030.95,0,435985,FEMALE,Associate,machine-op-inspct,47200,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,20,3,NO,1,0,NO,35900,7180,3590,25130,Audi,A3,2007,Y
65,26,360770,2005-09-21,IN,100/300,500,1285.03,3000000,457942,FEMALE,High School,craft-repair,-41500,2015-02-03,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,0,1,NO,1,3,NO,52200,5220,10440,36540,Honda,CRV,2011,N
475,57,958785,1995-02-18,OH,100/300,500,1216.56,0,436522,MALE,Masters,adm-clerical,-15800,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,20,1,NO,0,2,NO,78000,6500,13000,58500,Suburu,Forrestor,2000,N
77,27,797934,1999-04-07,IN,500/1000,2000,966.26,0,471704,FEMALE,High School,adm-clerical,23600,2015-02-06,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,1,3,YES,0,0,NO,67200,6720,6720,53760,Volkswagen,Passat,1995,N
256,43,883980,2014-12-13,OH,100/300,500,1203.17,0,455810,FEMALE,MD,prof-specialty,-8900,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,11,1,NO,0,0,NO,63250,11500,5750,46000,Nissan,Ultima,1997,N
229,37,340614,1997-06-01,IL,250/500,2000,1212.12,0,446544,FEMALE,MD,craft-repair,65600,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,14,3,YES,1,1,YES,68760,11460,5730,51570,Ford,Fusion,1995,N
110,28,435784,2013-07-13,OH,250/500,1000,1573.93,0,461919,MALE,College,other-service,30400,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,20,3,YES,0,2,NO,65040,10840,10840,43360,Suburu,Impreza,2010,N
177,33,563837,2002-12-30,IL,100/300,1000,1609.67,0,470128,MALE,College,adm-clerical,-13200,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,22,1,NO,1,3,NO,82800,20700,13800,48300,Jeep,Grand Cherokee,2004,Y
292,44,200827,1997-02-28,OH,500/1000,500,1097.57,0,462836,MALE,PhD,priv-house-serv,0,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,12,1,NO,1,0,YES,61700,6170,6170,49360,Saab,93,2005,N
451,61,533941,1998-06-18,IN,250/500,2000,1618.65,2000000,475407,FEMALE,Associate,transport-moving,-42600,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,3,3,YES,2,1,YES,78100,15620,7810,54670,Chevrolet,Tahoe,1997,Y
61,24,265026,1996-02-08,IN,100/300,500,922.67,0,473611,FEMALE,College,priv-house-serv,47400,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,15,3,YES,2,1,NO,65520,9360,9360,46800,Toyota,Highlander,2011,Y
150,30,354481,2004-11-17,IN,100/300,1000,1342.02,0,608425,MALE,MD,prof-specialty,0,2015-02-28,Parked Car,,Trivial Damage,,VA,Arlington,8,1,YES,0,2,NO,4500,450,450,3600,Saab,93,1999,N
283,41,566720,2012-10-25,OH,100/300,500,1195.01,0,476227,FEMALE,Associate,sales,6400,2015-01-08,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,13,3,NO,0,2,NO,42700,0,6100,36600,Mercedes,ML350,2011,Y
291,46,832746,2006-04-13,OH,500/1000,1000,994.74,0,452701,FEMALE,High School,adm-clerical,-55300,2015-01-25,Parked Car,,Minor Damage,Police,SC,Hillsdale,8,1,NO,2,2,YES,5580,620,620,4340,Volkswagen,Passat,2005,Y
162,31,386690,2006-02-21,IN,100/300,1000,1050.24,0,456789,FEMALE,Masters,adm-clerical,30700,2015-02-26,Parked Car,,Minor Damage,,NC,Arlington,7,1,NO,0,0,NO,3600,360,720,2520,BMW,X5,2013,Y
154,36,979285,2003-12-17,IL,250/500,2000,1313.51,7000000,600904,FEMALE,Masters,exec-managerial,68500,2015-02-03,Vehicle Theft,,Trivial Damage,,SC,Northbrook,9,1,NO,2,0,NO,2800,280,280,2240,Volkswagen,Passat,2015,N
289,47,594722,1999-07-31,OH,500/1000,2000,1102.29,0,450889,FEMALE,Associate,adm-clerical,35100,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,15,1,NO,1,0,YES,54000,6000,6000,42000,Toyota,Highlander,1996,N
10,19,216738,2014-08-05,IN,250/500,1000,1185.78,0,478837,FEMALE,JD,craft-repair,-60700,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,5,1,NO,0,2,NO,48950,4450,8900,35600,Accura,TL,2011,Y
309,47,369048,2011-06-05,IL,500/1000,500,1527.95,0,611322,MALE,PhD,exec-managerial,69400,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,15,4,YES,0,1,NO,77800,15560,15560,46680,Dodge,RAM,2002,N
396,57,514424,1992-10-11,IN,100/300,1000,1366.39,0,438180,MALE,High School,protective-serv,-22400,2015-01-30,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,22,3,YES,2,1,NO,52560,11680,5840,35040,Saab,93,1995,N
273,41,954191,2010-02-17,OH,500/1000,1000,1403.9,0,449793,FEMALE,PhD,farming-fishing,0,2015-01-31,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,16,2,NO,1,2,YES,44110,4010,8020,32080,Honda,Accord,2015,N
129,30,150181,2007-05-06,IL,500/1000,2000,927.23,0,450730,FEMALE,PhD,sales,51500,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,7,1,NO,1,3,NO,74360,13520,6760,54080,Suburu,Forrestor,2009,N
140,31,388671,1997-05-01,OH,250/500,2000,1554.86,6000000,608758,FEMALE,JD,armed-forces,59000,2015-02-16,Parked Car,,Minor Damage,,WV,Arlington,2,1,YES,1,2,NO,6120,680,680,4760,Honda,Civic,2002,Y
419,53,457244,1998-01-28,IL,500/1000,2000,736.07,6000000,445339,MALE,College,transport-moving,45700,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,17,4,NO,0,0,YES,62280,5190,10380,46710,Suburu,Forrestor,2012,N
315,44,206667,1993-05-05,IL,250/500,1000,974.16,6000000,438328,FEMALE,Masters,sales,-56800,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,12,3,NO,1,0,YES,26730,4860,4860,17010,Volkswagen,Jetta,2006,N
72,29,745200,1994-08-06,OH,500/1000,500,973.8,0,479913,FEMALE,Associate,craft-repair,-85900,2015-01-16,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,9,1,NO,1,0,NO,66200,6620,6620,52960,Dodge,Neon,2013,N
32,26,412703,2014-11-14,OH,100/300,2000,1260.32,6000000,460760,MALE,JD,other-service,-79800,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Northbrook,16,1,NO,1,2,NO,45500,9100,4550,31850,Toyota,Corolla,2009,N
230,41,736771,1991-12-14,IN,100/300,1000,1464.03,0,444797,MALE,JD,transport-moving,0,2015-02-08,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Springfield,19,3,NO,2,0,NO,53040,4420,4420,44200,Audi,A3,2006,N
157,32,347984,2009-10-21,OH,100/300,2000,617.11,0,436711,MALE,College,other-service,-54100,2015-01-02,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,14,3,NO,1,2,NO,50800,10160,5080,35560,Mercedes,E400,2013,Y
265,41,626074,1997-09-29,IN,250/500,2000,1724.46,6000000,432491,FEMALE,Associate,craft-repair,81800,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,18,3,NO,1,3,NO,44200,4420,4420,35360,Audi,A5,2014,N
47,34,218109,2003-12-31,IL,500/1000,500,1161.31,0,617527,FEMALE,PhD,exec-managerial,40500,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Springfield,23,1,YES,1,3,NO,62920,11440,5720,45760,Chevrolet,Malibu,2012,N
113,29,999435,2008-01-01,OH,250/500,2000,1091.73,0,601213,MALE,PhD,exec-managerial,-6200,2015-01-05,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,15,3,NO,0,2,YES,49950,5550,5550,38850,Nissan,Ultima,2004,Y
289,46,858060,2004-05-31,IL,250/500,2000,1209.07,0,604138,MALE,JD,armed-forces,0,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,18,1,YES,0,1,YES,56430,6270,6270,43890,BMW,3 Series,1995,Y
254,41,500384,2013-12-18,IL,250/500,2000,1241.04,0,431361,FEMALE,Masters,protective-serv,0,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Riverwood,16,1,NO,2,2,YES,100210,18220,18220,63770,Audi,A5,2014,N
115,30,903785,2000-08-24,OH,500/1000,500,1757.21,0,477695,MALE,High School,prof-specialty,46400,2015-02-02,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Northbend,12,3,NO,1,0,YES,49140,5460,5460,38220,Ford,F150,2007,N
236,38,873859,1992-10-14,OH,250/500,1000,802.24,0,612597,FEMALE,College,other-service,-62500,2015-02-23,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbrook,16,1,NO,0,1,NO,66840,16710,5570,44560,Mercedes,E400,2014,N
7,21,204294,1991-11-16,IN,500/1000,1000,1342.72,0,445638,MALE,Associate,machine-op-inspct,-45300,2015-02-10,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Hillsdale,21,1,NO,1,2,NO,62460,6940,6940,48580,Honda,Accord,2003,N
208,36,467106,1995-10-08,OH,100/300,2000,1209.41,5000000,476185,MALE,JD,machine-op-inspct,0,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,15,3,YES,0,1,NO,62810,11420,11420,39970,Nissan,Ultima,1999,N
126,33,357713,2007-10-28,OH,500/1000,1000,1141.71,2000000,435995,FEMALE,JD,priv-house-serv,-36700,2015-01-04,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,21,1,YES,1,2,NO,54160,6770,6770,40620,Suburu,Legacy,2009,N
48,35,890026,2008-05-16,IL,100/300,500,1090.03,0,430232,FEMALE,JD,exec-managerial,-51000,2015-01-30,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,1,1,YES,0,2,NO,48400,9680,4840,33880,Saab,92x,2005,N
297,48,751612,2009-06-22,IN,250/500,1000,1464.73,3000000,443861,MALE,PhD,exec-managerial,18200,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Arlington,17,3,NO,0,0,NO,51480,5720,5720,40040,Toyota,Highlander,2013,N
160,36,876680,2012-05-10,OH,100/300,1000,1118.58,0,460801,FEMALE,High School,prof-specialty,-36600,2015-01-22,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,5,3,NO,2,1,NO,51700,5170,10340,36190,Saab,95,2003,N
406,58,756981,2003-10-02,OH,250/500,2000,1117.04,0,605121,MALE,MD,exec-managerial,-42700,2015-01-01,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,15,3,NO,1,2,NO,65520,10920,5460,49140,Volkswagen,Jetta,2009,N
157,31,121439,1990-08-02,IN,500/1000,500,1257.83,7000000,458622,MALE,High School,farming-fishing,-900,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,2,4,NO,2,2,NO,47700,4770,9540,33390,Accura,TL,2011,Y
146,31,411289,1997-09-16,OH,250/500,2000,1082.72,0,478661,FEMALE,PhD,machine-op-inspct,3900,2015-01-15,Vehicle Theft,,Minor Damage,,SC,Northbend,3,1,YES,2,0,NO,5220,580,580,4060,Accura,MDX,2015,N
409,57,538466,1995-07-29,IN,100/300,1000,1191.8,6000000,435299,MALE,High School,protective-serv,55600,2015-01-06,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Riverwood,19,1,NO,1,0,NO,73320,6110,12220,54990,Ford,Fusion,2012,N
252,46,932097,2005-09-06,IN,100/300,1000,1242.02,0,601961,MALE,Masters,adm-clerical,-28800,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,17,1,YES,0,2,YES,74900,14980,7490,52430,Jeep,Grand Cherokee,2003,N
6,27,463727,1992-08-05,OH,250/500,500,1075.71,0,604328,FEMALE,High School,prof-specialty,-47400,2015-02-17,Vehicle Theft,,Trivial Damage,Police,WV,Columbus,7,1,NO,0,1,YES,3190,580,290,2320,Saab,95,2015,N
103,33,552618,1993-01-22,IN,100/300,1000,969.88,6000000,614385,MALE,MD,armed-forces,0,2015-01-21,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Columbus,21,1,NO,1,0,YES,76920,12820,6410,57690,Chevrolet,Malibu,2002,N
369,53,936638,1995-05-20,OH,250/500,2000,1459.93,0,438584,FEMALE,Masters,priv-house-serv,0,2015-02-09,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,10,2,YES,1,3,NO,77990,7090,14180,56720,Jeep,Wrangler,2012,N
261,46,348814,1992-09-24,IL,500/1000,1000,1245.61,0,478703,MALE,MD,transport-moving,0,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,11,1,YES,1,0,NO,59670,9180,9180,41310,Ford,Escape,2008,N
159,33,944102,2007-07-20,IN,100/300,2000,1462.76,0,615683,FEMALE,College,craft-repair,32300,2015-02-24,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Columbus,23,3,YES,2,0,NO,44880,8160,4080,32640,Mercedes,C300,2004,Y
344,51,689901,1992-04-28,IN,100/300,2000,1398.46,0,455672,MALE,Associate,sales,0,2015-02-02,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Northbend,14,1,NO,0,2,NO,82830,7530,15060,60240,Audi,A5,2004,N
437,60,901083,1998-01-19,OH,500/1000,1000,1269.64,0,602942,FEMALE,College,armed-forces,48800,2015-02-14,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,10,1,NO,1,3,NO,84480,7680,15360,61440,Chevrolet,Silverado,2012,Y
